Author,Work,Genre,File Name
Ovid,Metamorphoses 5,epic,ovid.metamorphoses.part.5.txt
Ovid,Metamorphoses 6,epic,ovid.metamorphoses.part.6.txt
Ovid,Metamorphoses 7,epic,ovid.metamorphoses.part.7.txt
Ovid,Metamorphoses 8,epic,ovid.metamorphoses.part.8.txt
Ovid,Metamorphoses 9,epic,ovid.metamorphoses.part.9.txt
Ovid,Metamorphoses 10,epic,ovid.metamorphoses.part.10.txt
Ovid,Metamorphoses 11,epic,ovid.metamorphoses.part.11.txt
Ovid,Metamorphoses 12,epic,ovid.metamorphoses.part.12.txt
Ovid,Metamorphoses 13,epic,ovid.metamorphoses.part.13.txt
Ovid,Metamorphoses 14,epic,ovid.metamorphoses.part.14.txt
Ovid,Metamorphoses 15,epic,ovid.metamorphoses.part.15.txt
Prudentius,Apotheosis,epic,prudentius.apotheosis.txt
Prudentius,Contra Symmachum 1,epic,prudentius.contra_symmachum.part.1.txt
Prudentius,Contra Symmachum 2,epic,prudentius.contra_symmachum.part.2.txt
Prudentius,Hamartigenia,epic,prudentius.hamartigenia.txt
Prudentius,Psychomachia,epic,prudentius.psychomachia.txt
Silius Italicus,Punica 1,epic,silius_italicus.punica.part.1.txt
Silius Italicus,Punica 2,epic,silius_italicus.punica.part.2.txt
Silius Italicus,Punica 3,epic,silius_italicus.punica.part.3.txt
Silius Italicus,Punica 4,epic,silius_italicus.punica.part.4.txt
Silius Italicus,Punica 5,epic,silius_italicus.punica.part.5.txt
Silius Italicus,Punica 6,epic,silius_italicus.punica.part.6.txt
Silius Italicus,Punica 7,epic,silius_italicus.punica.part.7.txt
Silius Italicus,Punica 8,epic,silius_italicus.punica.part.8.txt
Silius Italicus,Punica 9,epic,silius_italicus.punica.part.9.txt
Silius Italicus,Punica 10,epic,silius_italicus.punica.part.10.txt
Silius Italicus,Punica 11,epic,silius_italicus.punica.part.11.txt
Silius Italicus,Punica 12,epic,silius_italicus.punica.part.12.txt
Silius Italicus,Punica 13,epic,silius_italicus.punica.part.13.txt
Silius Italicus,Punica 14,epic,silius_italicus.punica.part.14.txt
Silius Italicus,Punica 15,epic,silius_italicus.punica.part.15.txt
Silius Italicus,Punica 16,epic,silius_italicus.punica.part.16.txt
Silius Italicus,Punica 17,epic,silius_italicus.punica.part.17.txt
Statius,Achilleid (books 1 and 2 combined),epic,statius.achilleid.txt
Statius,Thebaid 1,epic,statius.thebaid.part.1.txt
Statius,Thebaid 2,epic,statius.thebaid.part.2.txt
Statius,Thebaid 3,epic,statius.thebaid.part.3.txt
Statius,Thebaid 4,epic,statius.thebaid.part.4.txt
Statius,Thebaid 5,epic,statius.thebaid.part.5.txt
Statius,Thebaid 6,epic,statius.thebaid.part.6.txt
Statius,Thebaid 7,epic,statius.thebaid.part.7.txt
Statius,Thebaid 8,epic,statius.thebaid.part.8.txt
Statius,Thebaid 9,epic,statius.thebaid.part.9.txt
Statius,Thebaid 10,epic,statius.thebaid.part.10.txt
Statius,Thebaid 11,epic,statius.thebaid.part.11.txt
Statius,Thebaid 12,epic,statius.thebaid.part.12.txt
Valerius Flaccus,Argonautica 1,epic,valerius_flaccus.argonautica.part.1.txt
Valerius Flaccus,Argonautica 2,epic,valerius_flaccus.argonautica.part.2.txt
Valerius Flaccus,Argonautica 3,epic,valerius_flaccus.argonautica.part.3.txt
Valerius Flaccus,Argonautica 4,epic,valerius_flaccus.argonautica.part.4.txt
Valerius Flaccus,Argonautica 5,epic,valerius_flaccus.argonautica.part.5.txt
Valerius Flaccus,Argonautica 6,epic,valerius_flaccus.argonautica.part.6.txt
Valerius Flaccus,Argonautica 7,epic,valerius_flaccus.argonautica.part.7.txt
Valerius Flaccus,Argonautica 8,epic,valerius_flaccus.argonautica.part.8.txt
Vergil,Aeneid 1,epic,vergil.aeneid.part.1.txt
Vergil,Aeneid 2,epic,vergil.aeneid.part.2.txt
Vergil,Aeneid 3,epic,vergil.aeneid.part.3.txt
Vergil,Aeneid 4,epic,vergil.aeneid.part.4.txt
Vergil,Aeneid 5,epic,vergil.aeneid.part.5.txt
Vergil,Aeneid 6,epic,vergil.aeneid.part.6.txt
Vergil,Aeneid 7,epic,vergil.aeneid.part.7.txt
Vergil,Aeneid 8,epic,vergil.aeneid.part.8.txt
Vergil,Aeneid 9,epic,vergil.aeneid.part.9.txt
Vergil,Aeneid 10,epic,vergil.aeneid.part.10.txt
Vergil,Aeneid 11,epic,vergil.aeneid.part.11.txt
Vergil,Aeneid 12,epic,vergil.aeneid.part.12.txt
Vergil,Georgics 1,epic,vergil.georgics.part.1.txt
Vergil,Georgics 2,epic,vergil.georgics.part.2.txt
Vergil,Georgics 3,epic,vergil.georgics.part.3.txt
Vergil,Georgics 4,epic,vergil.georgics.part.4.txt
Anonymous,Laudes Domini,miscellaneous,anonymous.laudes_domini.txt
Catullus,Poems 1-63 combined,miscellaneous,catullus.carmina1_63.txt
Claudian,Carmina Minora,miscellaneous,claudian.carmina_minora.txt
Claudian,Epithalamium De Nuptiis Honorii Augusti,miscellaneous,claudian.epithalamium_de_nuptiis_honorii_augusti.txt
Claudian,In Consulatum Olybrii et Probini,miscellaneous,claudian.in_consulatum_olybrii_et_probini.txt
Claudian,Panegyricus De Quatro Consulatu Honorii Augusti,miscellaneous,claudian.panegyricus_de_quarto_consulatu_honorii_augusti.txt
Claudian,Panegyricus De Sexto Consulatu Honorii Augusti,miscellaneous,claudian.panegyricus_de_sexto_consulatu_honorii_augusti.txt
Claudian,Panegyricus De Tertio Consulatu Honorii Augusti,miscellaneous,claudian.panegyricus_de_tertio_consulatu_honorii_augusti.txt
Claudian,Panegyricus Dictus Manlio Theodoro Consuli,miscellaneous,claudian.panegyricus_dictus_manlio_theodoro_consuli.txt
Ennodius,Carmina (books 1 and 2 combined),miscellaneous,ennodius.carmina.txt
Horace,Ars Poetica,miscellaneous,horace.ars_poetica.txt
Horace,Carmen Saeculare,miscellaneous,horace.carmen_saeculare.txt
Horace,Epistles,miscellaneous,horace.epistles.txt
Horace,Epodes,miscellaneous,horace.epodes.txt
Horace,Odes 1,miscellaneous,horace.odes.part.1.txt
Horace,Odes 2,miscellaneous,horace.odes.part.2.txt
Horace,Odes 3,miscellaneous,horace.odes.part.3.txt
Horace,Odes 4,miscellaneous,horace.odes.part.4.txt
Horace,Satires,miscellaneous,horace.satires.txt
Juvenal,Satires,miscellaneous,juvenal.satires.txt
Martial,Epigrams 1,miscellaneous,martial.epigrams.part.1.txt
Martial,Epigrams 2,miscellaneous,martial.epigrams.part.2.txt
Martial,Epigrams 3,miscellaneous,martial.epigrams.part.3.txt
Martial,Epigrams 4,miscellaneous,martial.epigrams.part.4.txt
Martial,Epigrams 5,miscellaneous,martial.epigrams.part.5.txt
Martial,Epigrams 6,miscellaneous,martial.epigrams.part.6.txt
Martial,Epigrams 7,miscellaneous,martial.epigrams.part.7.txt
Martial,Epigrams 8,miscellaneous,martial.epigrams.part.8.txt
Martial,Epigrams 9,miscellaneous,martial.epigrams.part.9.txt
Martial,Epigrams 10,miscellaneous,martial.epigrams.part.10.txt
Martial,Epigrams 11,miscellaneous,martial.epigrams.part.11.txt
Martial,Epigrams 12,miscellaneous,martial.epigrams.part.12.txt
Martial,Epigrams 13,miscellaneous,martial.epigrams.part.13.txt
Martial,Epigrams 14,miscellaneous,martial.epigrams.part.14.txt
Persius,Satires,miscellaneous,persius.satires.txt
Phaedrus,Fabulae,miscellaneous,phaedrus.fabulae_aesopiae.txt
Prudentius,Dittochaeon,miscellaneous,prudentius.dittochaeon.txt
Prudentius,Epilogus,miscellaneous,prudentius.epilogus.txt
Statius,Silvae 1,miscellaneous,statius.silvae.part.1.txt
Statius,Silvae 2,miscellaneous,statius.silvae.part.2.txt
Statius,Silvae 3,miscellaneous,statius.silvae.part.3.txt
Statius,Silvae 4,miscellaneous,statius.silvae.part.4.txt
Statius,Silvae 5,miscellaneous,statius.silvae.part.5.txt
Vergil,Eclogues,miscellaneous,vergil.eclogues.txt
